% habitat loss	avg_fst_nei	% short_term_species_wide_pi	% long_term_species_wide_pi	% short_term_per-deme_pi	% long_term_per-deme_pi
0.0	0.9398096780645924	100.0	100.0	100.0	100.0
0.1	0.9398096780645924	99.09073448491432	92.94399064157113	104.09570622687725	93.90137298084899
0.2	0.9398096780645924	97.44744064943043	85.55527456661042	105.06064840618372	87.09929286703864
0.3	0.9398096780645924	95.12418539436298	77.86191994210009	104.58889139221415	79.52036958047863
0.4	0.9398096780645924	92.17082381327543	69.91354453731371	102.91205272762771	71.09016711561993
0.5	0.9398096780645924	88.6361111093923	61.79093772319227	100.0	61.73686740052682
0.6000000000000001	0.9398096780645924	84.57396967260094	53.62095094007314	95.63192090855844	51.39718624938686
0.7000000000000001	0.9398096780645924	80.05303815747446	45.60232238466759	89.2925867514998	40.02576285870392
0.8	0.9398096780645924	75.16502164685926	38.051513497370784	79.75740637526508	27.611609690679416
0.9	0.9398096780645924	69.9257900641983	31.325926357244704	63.138643958101405	14.218991245372026
0.0	0.928642368823185	100.0	100.0	100.0	100.0
0.1	0.928642368823185	99.09244272802299	92.50208712290214	104.08825002064854	93.47818932776218
0.2	0.928642368823185	97.44697849461636	84.7319687753783	105.0677567965389	86.29569014820191
0.3	0.928642368823185	95.11684198427174	76.72724997863556	104.60425773657873	78.39684359208151
0.4	0.928642368823185	92.1525941271077	68.54598382625332	102.92501059486045	69.72742016470941
0.5	0.928642368823185	88.60502063909406	60.274982535320746	100.0	60.23774764285803
0.6000000000000001	0.928642368823185	84.53109289288054	52.04272639339552	95.61248410771238	49.88746127571419
0.7000000000000001	0.928642368823185	80.00307589957903	44.042215479174374	89.25673194798603	38.65270874335324
0.8	0.928642368823185	75.11605669285194	36.572509022955806	79.72897281384441	26.538495765999176
0.9	0.928642368823185	69.88763911892359	29.967840457232853	63.20574981416621	13.609672805908591
0.0	0.915571386855336	100.0	100.0	100.0	100.0
0.1	0.915571386855336	99.09695334566501	92.09098936995466	104.07269505713911	93.07980842411628
