rep,Ne,n0,n1,L,pi0,pi1,relative_change,num_sites
2,100000,500,500,10,0.5787310621242485,0.5676072144288576,-1.922110013338576,10
2,100000,500,500,20,0.5869058116232464,0.5918637274549099,0.8447549391189433,20
2,100000,500,500,50,0.6368610821643286,0.6298943486973949,-1.0939172862090578,50
2,100000,500,500,100,0.6451054108216431,0.6428387174348699,-0.3513679080580367,100
2,100000,500,500,200,0.6591125050100202,0.6572412024048098,-0.2839124718445377,200
2,100000,500,500,500,0.6426808016032068,0.6372247535070128,-0.848951467444429,500
2,100000,500,500,1000,0.641453250501002,0.6403638637274539,-0.16983104734401572,1000
2,100000,500,500,2000,0.6319316072144281,0.6346438076152303,0.42919207867409526,2000
2,100000,500,500,5000,0.6472074917835656,0.6486349434869723,0.220555497507126,5000
2,100000,500,500,10000,0.6428980064128255,0.6413314428857697,-0.24367217061329824,10000
2,100000,500,500,20000,0.6368020368737508,0.6326384889779564,-0.6538213847798783,20000
2,100000,500,500,50000,0.630737287374754,0.6323848658917818,0.2612147006379345,50000
2,100000,500,500,100000,0.6234194004809623,0.6231023553507011,-0.05085583317051236,100000
2,100000,500,500,200000,0.6292694832865793,0.6290227067735525,-0.03921634841369709,200000
2,100000,500,500,500000,0.6273825847374858,0.6263759553987929,-0.16044904069405908,500000
2,100000,500,500,1000000,0.6309767273025945,0.6312644019078224,0.0455919517757396,1000000
2,100000,1000,1000,1,0.717943943943944,0.6970750750750752,-2.9067546352195794,1
2,100000,1000,1000,2,0.6848058058058059,0.6935575575575577,1.2779902970381043,2
2,100000,1000,1000,5,0.6187291291291291,0.6228888888888888,0.6723070830065188,5
2,100000,1000,1000,10,0.6209947947947948,0.6255219219219219,0.7290120891630142,10
2,100000,1000,1000,20,0.6507988988988987,0.6546108108108106,0.5857280825707204,20
2,100000,1000,1000,50,0.5695421021021019,0.574217857857858,0.8209675348843393,50
2,100000,1000,1000,100,0.6286343943943945,0.6272482082082081,-0.22050753165069203,100
2,100000,1000,1000,200,0.6545581781781783,0.6556231531531534,0.16270134733314018,200
2,100000,1000,1000,500,0.598507555555555,0.6029667427427425,0.7450511101816166,500
2,100000,1000,1000,1000,0.6443300640640642,0.6402193893893887,-0.6379765440010268,1000
2,100000,1000,1000,2000,0.6158974544544537,0.6111870730730727,-0.7647996183964177,2000
2,100000,1000,1000,5000,0.6520703091091097,0.6491343883883866,-0.4502460363107664,5000
2,100000,1000,1000,10000,0.6337823519519501,0.6334950792792785,-0.04532670747092207,10000
2,100000,1000,1000,20000,0.6255968824824844,0.6269934034034044,0.22323015987201938,20000
2,100000,1000,1000,50000,0.6335278743143168,0.6328778858058044,-0.10259824940076837,50000
2,100000,1000,1000,100000,0.6421423773974025,0.643591661001006,0.22569505683106397,100000
2,100000,1000,1000,200000,0.6378683392692671,0.6371767994694612,-0.10841419102226968,200000
2,100000,1000,1000,500000,0.6322957733733853,0.6331412924964994,0.13372208999645616,500000
2,100000,1000,1000,1000000,0.6349203307507254,0.6350152907667462,0.014956209688316097,1000000
2,100000,2000,2000,1,0.6379074537268634,0.6345932966483241,-0.5195357193550474,1
2,100000,2000,2000,2,0.630131315657829,0.6432893946973487,2.0881487259180673,2
2,100000,2000,2000,5,0.6388821410705352,0.6341771885942972,-0.7364351221892408,5
2,100000,2000,2000,10,0.603357128564282,0.6013671335667834,-0.32982041701138515,10
2,100000,2000,2000,20,0.6608008254127065,0.6586422211105554,-0.3266648919215443,20
2,100000,2000,2000,50,0.6793113756878444,0.6794660030015006,0.022762361884439336,50
2,100000,2000,2000,100,0.6451129064532265,0.6452914107053528,0.02767023420871993,100
2,100000,2000,2000,200,0.6538905502751373,0.6513223486743369,-0.3927571058673015,200
2,100000,2000,2000,500,0.661609530765382,0.6600130715357684,-0.24129930954391468,500
2,100000,2000,2000,1000,0.6483125662831413,0.6454302406203098,-0.44458889318714906,1000
2,100000,2000,2000,2000,0.6396256898449244,0.6367239879939965,-0.4536562394220552,2000
2,100000,2000,2000,5000,0.6513669666833402,0.6502523748874434,-0.17111579998785018,5000
2,100000,2000,2000,10000,0.6456568114557262,0.6454011655827905,-0.039594699289132305,10000
2,100000,2000,2000,20000,0.6359236913206613,0.6364190419209605,0.07789466048521257,20000
2,100000,2000,2000,50000,0.6251768035417716,0.6236867555277618,-0.2383402591984224,50000
2,100000,2000,2000,100000,0.6304797622461137,0.6290925054727389,-0.22003192750115322,100000
2,100000,2000,2000,200000,0.6282644857603692,0.6285445186943405,0.0445724595800381,200000
2,100000,2000,2000,500000,0.6326095332666516,0.632154590414234,-0.07191526976653638,500000
2,100000,2000,2000,1000000,0.631942011369157,0.6313413118969509,-0.09505610663621217,1000000
2,100000,5000,5000,1,0.735833326665333,0.7344314462892579,-0.19051602112506938,1
2,100000,5000,5000,2,0.6857775555111023,0.682103300660132,-0.5357793968966951,2
2,100000,5000,5000,5,0.6228840808161633,0.6232943388677735,0.06586426981287638,5
2,100000,5000,5000,10,0.6540618763752751,0.6479602640528105,-0.9328799832026562,10
2,100000,5000,5000,20,0.6433252050410082,0.6422683056611321,-0.1642869534093109,20
2,100000,5000,5000,50,0.6243924896979397,0.6231585629125825,-0.19762037591997578,50
2,100000,5000,5000,100,0.5604901580316061,0.5574436695339068,-0.5435400522282664,100
2,100000,5000,5000,200,0.6301200796159233,0.628541057411482,-0.250590681922681,200
2,100000,5000,5000,500,0.6030874742948592,0.5990921843568711,-0.6624727105565423,500
2,100000,5000,5000,1000,0.577884120184037,0.578840655171034,0.1655236670445916,1000
2,100000,5000,5000,2000,0.6296461914382866,0.6309190967393482,0.20216199484252292,2000
2,100000,5000,5000,5000,0.6237522482896574,0.6234791215523111,-0.04378769585122485,5000
2,100000,5000,5000,10000,0.6362317562632536,0.6343220609481933,-0.300157182702787,10000
2,100000,5000,5000,20000,0.6413939375395034,0.6411720111822384,-0.03460063219747144,20000
2,100000,5000,5000,50000,0.6416245183548728,0.6424195975707164,0.12391658876787286,50000
2,100000,5000,5000,100000,0.6261696984516898,0.6263024170481993,0.02119530805110966,100000
2,100000,5000,5000,200000,0.6299404763928803,0.630522740840958,0.09243166138678074,200000
2,100000,5000,5000,500000,0.6348759228667978,0.634971025755232,0.014979759825311016,500000
2,100000,5000,5000,1000000,0.6325374241180068,0.6323532338550919,-0.029119267238894284,1000000
2,100000,10000,10000,1,0.7032688668866887,0.7030952495249525,-0.024687195738486916,1
2,100000,10000,10000,2,0.5516290729072907,0.5553743774377438,0.6789534334573639,2
2,100000,10000,10000,5,0.6160529932993299,0.6110518291829183,-0.8118074533860145,5
2,100000,10000,10000,10,0.5650483188318832,0.5688417061706171,0.6713385762435201,10
2,100000,10000,10000,20,0.5740341814181418,0.5750052295229523,0.16916207017699983,20
2,100000,10000,10000,50,0.6535481844184419,0.6528045276527653,-0.11378759568252801,50
2,100000,10000,10000,100,0.6262923234323432,0.626507419941994,0.03434442697173313,100
2,100000,10000,10000,200,0.6351689931993199,0.6335456833683368,-0.25557132800303706,200
2,100000,10000,10000,500,0.6578598473847382,0.6566688572057193,-0.1810401081253988,500
2,100000,10000,10000,1000,0.6017481343134318,0.601850116911691,0.016947721553898638,1000
2,100000,10000,10000,2000,0.6271094159315947,0.626902842124212,-0.032940632389626336,2000
2,100000,10000,10000,5000,0.6410260446324613,0.640402060834084,-0.097341411258105,5000
2,100000,10000,10000,10000,0.6159299894609458,0.6151660011641176,-0.12403817152934132,10000
2,100000,10000,10000,20000,0.6316456088338849,0.6306294707640757,-0.16087154815895985,20000
2,100000,10000,10000,50000,0.6252176344766486,0.6244708715691549,-0.1194404742148294,50000
2,100000,10000,10000,100000,0.6392501353247283,0.6385614532491181,-0.10773280091061653,100000
2,100000,10000,10000,200000,0.6340136761179122,0.6338624662485121,-0.02384962266523275,200000
2,100000,10000,10000,500000,0.6306249621696486,0.6304777106681932,-0.0233500908287426,500000
2,100000,10000,10000,1000000,0.6317361876440161,0.6316088539103486,-0.020156156344682923,1000000
3,100,1,1,1,0.0,0.0,,0
3,100,1,1,2,0.0,0.0,,0
3,100,1,1,5,0.0,0.0,,0
3,100,1,1,10,0.0,0.0,,0
3,100,1,1,20,0.0,0.0,,0
3,100,1,1,50,0.0,0.0,,0
3,100,1,1,100,,,,1
3,100,1,1,200,,,,1
3,100,1,1,500,,,,5
3,100,1,1,1000,0.0,0.0,,0
3,100,1,1,2000,,,,25
3,100,1,1,5000,,,,68
3,100,1,1,10000,,,,22
3,100,1,1,20000,,,,58
3,100,1,1,50000,,,,166
3,100,1,1,100000,,,,146
3,100,1,1,200000,,,,371
3,100,1,1,500000,,,,2480
3,100,1,1,1000000,,,,3306
3,100,2,2,1,0.0,0.0,,0
3,100,2,2,2,0.0,0.0,,0
3,100,2,2,5,0.0,0.0,,0
3,100,2,2,10,0.0,0.0,,0
3,100,2,2,20,0.0,0.0,,0
3,100,2,2,50,0.0,0.0,,0
3,100,2,2,100,0.0,0.0,,0
3,100,2,2,200,0.0,0.0,,0
3,100,2,2,500,0.002,0.006,200.0,4
3,100,2,2,1000,0.004,0.004,0.0,4
3,100,2,2,2000,0.0,0.0045,inf,9
3,100,2,2,5000,0.009,0.0066,-26.66666666666666,61
3,100,2,2,10000,0.0042,0.0042,0.0,43
3,100,2,2,20000,0.0015,0.00385,156.66666666666669,149
3,100,2,2,50000,0.00612,0.00608,-0.6535947712418176,352
3,100,2,2,100000,0.00497,0.00333,-32.99798792756538,775
3,100,2,2,200000,0.000345,0.00274,694.2028985507246,615
3,100,2,2,500000,0.007026,0.00757,7.742670082550529,4799
3,100,2,2,1000000,0.004069,0.002536,-37.67510444826738,5956
3,100,5,5,1,0.0,0.0,,0
3,100,5,5,2,0.0,0.0,,0
3,100,5,5,5,0.0,0.0,,0
3,100,5,5,10,0.0,0.0,,0
3,100,5,5,20,0.0,0.0,,0
3,100,5,5,50,0.008,0.012,50.0,1
3,100,5,5,100,0.0,0.02,inf,5
3,100,5,5,200,0.003,0.002,-33.333333333333336,2
3,100,5,5,500,0.002,0.0024,19.999999999999986,2
3,100,5,5,1000,0.008199999999999999,0.0062,-24.390243902439018,14
3,100,5,5,2000,0.0015,0.001,-33.333333333333336,10
3,100,5,5,5000,0.002680000000000001,0.0030400000000000015,13.432835820895537,41
3,100,5,5,10000,0.00529999999999999,0.0020399999999999997,-61.50943396226408,149
3,100,5,5,20000,0.0029199999999999955,0.003239999999999995,10.958904109589042,159
3,100,5,5,50000,0.002774000000000006,0.0026079999999999988,-5.984138428262686,336
3,100,5,5,100000,0.004176000000000042,0.003653999999999976,-12.500000000001451,1132
3,100,5,5,200000,0.003080500000000043,0.002479999999999952,-19.49358870313529,1777
3,100,5,5,500000,0.0030236000000000776,0.0026822000000000248,-11.291176081493719,3839
3,100,5,5,1000000,0.007401600000000515,0.007016600000000627,-5.201578037179276,15703
3,100,10,10,1,0.0,0.0,,0
3,100,10,10,2,0.0,0.0,,0
3,100,10,10,5,0.0,0.0,,0
3,100,10,10,10,0.0,0.0,,0
3,100,10,10,20,0.0,0.0,,0
3,100,10,10,50,0.004,0.004,0.0,1
3,100,10,10,100,0.0,0.0,,0
3,100,10,10,200,0.0,0.0035555555555555557,inf,2
3,100,10,10,500,0.0021333333333333334,0.001911111111111111,-10.416666666666675,6
3,100,10,10,1000,0.0037333333333333337,0.0027333333333333333,-26.785714285714295,10
3,100,10,10,2000,0.002977777777777778,0.003166666666666667,6.3432835820895574,25
3,100,10,10,5000,0.007604444444444447,0.007484444444444453,-1.578024547048422,94
3,100,10,10,10000,0.004566666666666668,0.004328888888888889,-5.206812652068144,132
3,100,10,10,20000,0.005935555555555557,0.003470000000000016,-41.53874953201023,384
3,100,10,10,50000,0.0030924444444444385,0.0025053333333333416,-18.985340615118865,438
3,100,10,10,100000,0.00847577777777784,0.00795022222222253,-6.200676437426601,2445
3,100,10,10,200000,0.0024669999999999605,0.0025923333333332833,5.08039454127786,2033
3,100,10,10,500000,0.0037922666666670526,0.0032509333333335297,-14.27466422896072,6368
3,100,10,10,1000000,0.003076111111110965,0.002984999999999885,-2.9618927216895763,9927
3,100,20,20,1,0.0,0.0,,0
3,100,20,20,2,0.0,0.0,,0
3,100,20,20,5,0.0,0.0,,0
3,100,20,20,10,0.0,0.0,,0
3,100,20,20,20,0.009473684210526316,0.005,-47.22222222222223,1
3,100,20,20,50,0.0,0.0,,0
3,100,20,20,100,0.023578947368421053,0.02421052631578947,2.6785714285714115,5
3,100,20,20,200,0.010342105263157896,0.007657894736842106,-25.954198473282446,8
3,100,20,20,500,0.009157894736842106,0.008484210526315792,-7.356321839080441,16
3,100,20,20,1000,0.0018210526315789474,0.0018578947368421053,2.0231213872832328,12
3,100,20,20,2000,0.0023894736842105264,0.003073684210526315,28.63436123348013,29
3,100,20,20,5000,0.0032094736842105264,0.00305578947368421,-4.7884552312233675,78
3,100,20,20,10000,0.0038847368421052637,0.005451578947368445,40.333288172334974,336
3,100,20,20,20000,0.0032718421052631706,0.004213157894736837,28.770208316576195,500
3,100,20,20,50000,0.004065789473684161,0.004371052631578892,7.508090614886685,1225
3,100,20,20,100000,0.0019924210526315687,0.0020097368421052387,0.8690828402359768,1110
3,100,20,20,200000,0.0025148684210527027,0.0023300526315789593,-7.3489248155726985,2246
3,100,20,20,500000,0.003167884210526328,0.0032003999999999917,1.0264197588289223,7471
3,100,20,20,1000000,0.0043561105263159585,0.004134078947368797,-5.097014357322501,16392
3,100,50,50,1,0.0,0.0,,0
3,100,50,50,2,0.0,0.0,,0
3,100,50,50,5,0.0,0.0,,0
3,100,50,50,10,0.00783673469387755,0.011510204081632653,46.875000000000014,1
3,100,50,50,20,0.0,0.0,,0
3,100,50,50,50,0.0,0.0,,0
3,100,50,50,100,0.0025551020408163265,0.0024571428571428574,-3.8338658146964755,2
3,100,50,50,200,0.006489795918367347,0.004767346938775511,-26.540880503144646,6
3,100,50,50,500,0.0010253061224489795,0.0013763265306122449,34.23566878980893,6
3,100,50,50,1000,0.0038767346938775515,0.003407346938775511,-12.107812170983362,24
3,100,50,50,2000,0.0067024489795918345,0.006902448979591838,2.983983923025442,53
3,100,50,50,5000,0.002528163265306122,0.0026151836734693884,3.4420406845334615,80
3,100,50,50,10000,0.003266285714285711,0.0029388571428571385,-10.024492652204387,145
3,100,50,50,20000,0.0034438775510204052,0.0033943265306122412,-1.438814814814837,350
3,100,50,50,50000,0.0035525387755101947,0.0036632979591836503,3.1177473540045733,1034
3,100,50,50,100000,0.0048389061224489984,0.00496394285714292,2.5839876106263366,1970
3,100,50,50,200000,0.0025069469387755203,0.0027304040816327046,8.91351705139513,3300
3,100,50,50,500000,0.005899962448980069,0.005713214693877597,-3.1652363335762455,11104
3,100,50,50,1000000,0.005290266938775488,0.004836577142857571,-8.575933902173379,21023
3,100,100,100,1,0.0,0.0,,0
3,100,100,100,2,0.0,0.0,,0
3,100,100,100,5,0.045696969696969694,0.03955555555555555,-13.439434129089303,1
3,100,100,100,10,0.0,0.0,,0
3,100,100,100,20,0.0,0.0,,0
3,100,100,100,50,0.0,0.0004,inf,1
3,100,100,100,100,0.006905050505050505,0.0077070707070707066,11.614979520187234,4
3,100,100,100,200,0.0006797979797979797,0.0011090909090909092,63.150074294205076,4
3,100,100,100,500,0.0020234343434343436,0.0026121212121212123,29.093450479233223,10
3,100,100,100,1000,0.004862626262626262,0.006528080808080805,34.250103863730736,24
3,100,100,100,2000,0.005615151515151513,0.005504141414141412,-1.9769742759489166,57
3,100,100,100,5000,0.0039011717171717137,0.003911555555555556,0.2661722973673815,115
3,100,100,100,10000,0.004925676767676771,0.004954303030303032,0.5811640506764949,251
3,100,100,100,20000,0.0021538484848484868,0.0023256060606060645,7.9744502441015515,400
3,100,100,100,50000,0.005150193939393988,0.0058645616161616685,13.870694680125748,1428
3,100,100,100,100000,0.002438361616161625,0.0022080242424242337,-9.446399262960007,2266
3,100,100,100,200000,0.003909211111111166,0.004225011111111118,8.078356246925411,5175
3,100,100,100,500000,0.0016899220202019588,0.0015311002020201934,-9.398174370364433,8341
3,100,100,100,1000000,0.0023714147474745827,0.0023186555555553814,-2.2247981706020328,17928
3,100,200,200,1,0.0,0.0,,0
3,100,200,200,2,0.0,0.0,,0
3,100,200,200,5,0.0,0.0,,0
3,100,200,200,10,0.0,0.0,,0
3,100,200,200,20,0.0,0.0,,0
3,100,200,200,50,0.00244321608040201,0.0011698492462311558,-52.11846976552858,1
3,100,200,200,100,0.0001,0.0001,0.0,1
3,100,200,200,200,0.005688693467336683,0.005576884422110553,-1.965460889536673,8
3,100,200,200,500,0.004266231155778895,0.004383618090452261,2.7515371386840526,14
3,100,200,200,1000,0.005204874371859297,0.00559537688442211,7.502630892958848,30
3,100,200,200,2000,0.0031807788944723616,0.003024371859296482,-4.917255815790516,45
3,100,200,200,5000,0.0020797386934673363,0.002097356783919597,0.8471300028027998,93
3,100,200,200,10000,0.004273311557788946,0.004191412060301505,-1.9165346682519089,228
3,100,200,200,20000,0.0039972663316582965,0.004290783919598004,7.34295800144844,503
3,100,200,200,50000,0.002648712562814091,0.0024972592964824284,-5.717995544626143,1037
3,100,200,200,100000,0.006965784422110737,0.0072745693467335965,4.432880863248034,3390
3,100,200,200,200000,0.0024247605527636974,0.0022266932160804,-8.168531794099989,5067
3,100,200,200,500000,0.005611488542714254,0.005646802613065646,0.6293173385739608,15772
3,100,200,200,1000000,0.00347991753768876,0.0034793968341716745,-0.01496309931043693,23283
3,100,500,500,1,0.0,0.0,,0
3,100,500,500,2,0.0,0.0,,0
3,100,500,500,5,0.0,0.0,,0
3,100,500,500,10,0.003967935871743487,0.003966332665330662,-0.04040404040403394,2
3,100,500,500,20,0.024757915831663327,0.024992384769539078,0.9470463486101866,1
3,100,500,500,50,0.0060974749498998,0.005892264529058115,-3.365498382983215,1
3,100,500,500,100,0.00011983967935871742,0.00012,0.13377926421405936,3
3,100,500,500,200,0.0025036873747494985,0.0026023647294589176,3.941280996366092,3
3,100,500,500,500,0.0017578517034068136,0.00169324248496994,-3.6754646772339994,12
3,100,500,500,1000,0.003286076152304609,0.0033487855711422845,1.9083373583322325,34
3,100,500,500,2000,0.008260160320641283,0.008607422845691383,4.204065194501453,70
3,100,500,500,5000,0.0029816160320641264,0.0030140953907815625,1.0893206357946499,126
3,100,500,500,10000,0.0049069987975951836,0.004727183967935869,-3.6644563627657325,285
3,100,500,500,20000,0.003991669338677362,0.004066666533066131,1.8788428606067735,552
3,100,500,500,50000,0.0018470738276553098,0.001805909098196394,-2.228645592968562,1125
3,100,500,500,100000,0.008368471983967717,0.008430819799599013,0.7450322561961324,3517
3,100,500,500,200000,0.003677178917835751,0.003551355751502986,-3.4217308742436656,5478
3,100,500,500,500000,0.003691793026051693,0.0037870277675351336,2.5796338205149194,14216
3,100,500,500,1000000,0.0026549924488975542,0.002636617362725381,-0.6920956095300109,23135
3,100,1000,1000,1,0.0,0.0,,0
3,100,1000,1000,2,0.0,0.0,,0
3,100,1000,1000,5,0.0,0.0,,0
3,100,1000,1000,10,0.001193993993993994,0.0023735735735735735,98.7927565392354,1
3,100,1000,1000,20,0.0,0.0,,0
3,100,1000,1000,50,0.0005155155155155155,0.0003571171171171171,-30.726213592233005,2
3,100,1000,1000,100,0.01644788788788789,0.01705079079079079,3.6655338789539913,5
3,100,1000,1000,200,0.008657057057057058,0.008212082082082081,-5.140025900744663,9
3,100,1000,1000,500,0.0008478238238238238,0.0008568888888888888,1.0692156566419797,10
3,100,1000,1000,1000,0.002250014014014014,0.002157009009009009,-4.133530032512321,21
3,100,1000,1000,2000,0.003002279279279279,0.0030576086086086074,1.8429108081714038,56
3,100,1000,1000,5000,0.008573021421421412,0.008577059859859855,0.04710636122233756,208
3,100,1000,1000,10000,0.003472713513513513,0.0035653429429429472,2.6673501591473485,337
3,100,1000,1000,20000,0.005112081681681669,0.005168057757757754,1.0949761674714042,719
3,100,1000,1000,50000,0.0033096918118118244,0.003360466146146134,1.5341106429638949,1480
3,100,1000,1000,100000,0.002951191271271275,0.0029460932132132273,-0.17274576906198627,2955
3,100,1000,1000,200000,0.003721144054054041,0.003614789699699628,-2.858109033391073,6597
3,100,1000,1000,500000,0.002103976680680544,0.002106856704704575,0.1368847882429608,13440
3,100,1000,1000,1000000,0.0033444599859858764,0.003341775797797887,-0.08025774562221334,28781
3,100,2000,2000,1,0.0,0.0,,0
3,100,2000,2000,2,0.0,0.0,,0
3,100,2000,2000,5,0.0,0.0,,0
3,100,2000,2000,10,0.0,0.0,,0
3,100,2000,2000,20,0.015459904952476239,0.015334767383691845,-0.809432976263869,2
3,100,2000,2000,50,0.019868814407203603,0.020000320160080038,0.6618701558194475,2
3,100,2000,2000,100,0.005454537268634318,0.0060496748374187104,10.910871802208819,7
3,100,2000,2000,200,0.002399057028514257,0.0024034217108554277,0.18193324665874225,2
3,100,2000,2000,500,0.011657984992496252,0.011596900450225114,-0.523971701031136,27
3,100,2000,2000,1000,0.003096936468234116,0.0030098724362181083,-2.811295385263492,32
3,100,2000,2000,2000,0.006405518509254625,0.006372777888944477,-0.5111314605186963,87
3,100,2000,2000,5000,0.004119981990995492,0.00398094517258629,-3.3746948096636475,216
3,100,2000,2000,10000,0.003505564482241118,0.0035768004502251143,2.0320826601499213,343
3,100,2000,2000,20000,0.0023914543771885927,0.002423215007503751,1.3280884895030343,594
3,100,2000,2000,50000,0.002529887033516776,0.002531612726363183,0.06821224914569701,1541
3,100,2000,2000,100000,0.00310784296148078,0.0030941666083041702,-0.4400593384581247,2972
3,100,2000,2000,200000,0.002508952031015455,0.0024398224362180794,-2.755317516748084,5942
3,100,2000,2000,500000,0.0043088234177091605,0.004223390229114813,-1.9827498208262484,17220
3,100,2000,2000,1000000,0.004368526132566822,0.004280546288645005,-2.0139479827289644,36962
3,100,5000,5000,1,0.0,0.0,,0
3,100,5000,5000,2,0.0,0.0,,0
3,100,5000,5000,5,0.0,0.0,,0
3,100,5000,5000,10,0.0,0.0,,0
3,100,5000,5000,20,0.0,0.0,,0
3,100,5000,5000,50,0.0,8e-06,inf,1
3,100,5000,5000,100,0.0013211370274054813,0.0014619739947989599,10.660284623924412,3
3,100,5000,5000,200,0.003257089017803561,0.0032524740948189647,-0.14168857404175014,11
3,100,5000,5000,500,0.0026521976395279053,0.002596975555111022,-2.0821255397359066,17
3,100,5000,5000,1000,0.0021958618123624723,0.002218409441888377,1.026823700788641,34
3,100,5000,5000,2000,0.002884087537507502,0.002852243808761753,-1.1041179690845773,57
3,100,5000,5000,5000,0.006351519423884774,0.006345111246249247,-0.10089204185425919,214
3,100,5000,5000,10000,0.002437071830366072,0.002428658507701539,-0.34522259704054076,320
3,100,5000,5000,20000,0.0011832262892578467,0.001167541532306458,-1.3255923312206506,660
3,100,5000,5000,50000,0.006109811179835944,0.006149852152830631,0.6553553263124319,1985
3,100,5000,5000,100000,0.006607603883976843,0.0066182724328866255,0.1614586633386593,4087
3,100,5000,5000,200000,0.003315872013602716,0.003363177991998306,1.4266527236734956,8118
3,100,5000,5000,500000,0.0056614073936385794,0.00559001891274231,-1.260967034036179,20965
3,100,5000,5000,1000000,0.002716156816003112,0.0026590000194438327,-2.1043260912816755,38803
3,100,10000,10000,1,0.0,0.0,,0
3,100,10000,10000,2,0.0,0.0,,0
3,100,10000,10000,5,0.014105586558655866,0.014512935293529353,2.887853923547178,1
3,100,10000,10000,10,0.0,0.0,,0
3,100,10000,10000,20,0.00912068706870687,0.009160516051605162,0.4366884051415867,1
3,100,10000,10000,50,0.0071482776277627755,0.006963862386238624,-2.579855611761806,2
3,100,10000,10000,100,0.002500236423642364,0.002463422742274227,-1.4724080098995793,6
3,100,10000,10000,200,0.0016931770177017703,0.0017154257425742573,1.3140223756808522,6
3,100,10000,10000,500,0.00782270215021502,0.00786235387538754,0.5068801599640258,24
3,100,10000,10000,1000,0.001939227742774277,0.0019244698869886987,-0.7610171544093907,28
3,100,10000,10000,2000,0.005515340364036404,0.005485488288828885,-0.5412553575509913,77
3,100,10000,10000,5000,0.003000993043304331,0.0030332848244824474,1.076036522315979,183
3,100,10000,10000,10000,0.0023475563276327597,0.002317091325132512,-1.2977325460372746,418
3,100,10000,10000,20000,0.0066999249024902825,0.006620536889689011,-1.1849089946032723,984
3,100,10000,10000,50000,0.005215182627062643,0.005204838915091547,-0.1983384420215795,2299
3,100,10000,10000,100000,0.004022742162216172,0.004000618695069531,-0.5499598595812908,4418
3,100,10000,10000,200000,0.0048273041704170235,0.004844031366736722,0.3465121676443592,8245
3,100,10000,10000,500000,0.003669316280028103,0.003635389779777924,-0.9246000524631584,18823
3,100,10000,10000,1000000,0.005642896712611882,0.005630505844884992,-0.2195834578931221,41119
3,1000,1,1,1,,,,1
3,1000,1,1,2,0.0,0.0,,0
3,1000,1,1,5,0.0,0.0,,0
3,1000,1,1,10,0.0,0.0,,0
3,1000,1,1,20,0.0,0.0,,0
3,1000,1,1,50,,,,1
3,1000,1,1,100,0.0,0.0,,0
3,1000,1,1,200,,,,11
3,1000,1,1,500,,,,1
3,1000,1,1,1000,,,,48
3,1000,1,1,2000,,,,297
3,1000,1,1,5000,,,,398
3,1000,1,1,10000,,,,699
3,1000,1,1,20000,,,,732
3,1000,1,1,50000,,,,798
3,1000,1,1,100000,,,,10108
3,1000,1,1,200000,,,,11726
3,1000,1,1,500000,,,,21444
3,1000,1,1,1000000,,,,54813
3,1000,2,2,1,0.0,0.0,,0
3,1000,2,2,2,0.0,0.0,,0
3,1000,2,2,5,0.0,0.0,,0
3,1000,2,2,10,0.0,0.0,,0
3,1000,2,2,20,0.0,0.0,,0
3,1000,2,2,50,0.04,0.06,49.99999999999999,4
3,1000,2,2,100,0.03,0.05,66.66666666666669,7
3,1000,2,2,200,0.005,0.065,1200.0000000000002,14
3,1000,2,2,500,0.04,0.042,5.000000000000004,21
3,1000,2,2,1000,0.02,0.012,-40.0,29
3,1000,2,2,2000,0.0135,0.002,-85.18518518518518,34
3,1000,2,2,5000,0.018,0.061,238.88888888888889,359
3,1000,2,2,10000,0.0419,0.0068,-83.7708830548926,461
3,1000,2,2,20000,0.0469,0.02315,-50.63965884861407,1398
3,1000,2,2,50000,0.04686,0.01248,-73.36747759282972,3277
3,1000,2,2,100000,0.00107,0.01793,1575.7009345794393,2315
3,1000,2,2,200000,0.02272,0.05276,132.2183098591549,15091
3,1000,2,2,500000,0.013916,0.002774,-80.06611095142281,7717
3,1000,2,2,1000000,0.015821,0.02414,52.582011250869094,44709
3,1000,5,5,1,0.0,0.0,,0
3,1000,5,5,2,0.3,0.2,-33.33333333333333,1
3,1000,5,5,5,0.08,0.0,-100.0,1
3,1000,5,5,10,0.0,0.0,,0
3,1000,5,5,20,0.04,0.02,-50.0,2
3,1000,5,5,50,0.0,0.032,inf,3
3,1000,5,5,100,0.06000000000000001,0.066,9.999999999999984,14
3,1000,5,5,200,0.027000000000000007,0.022000000000000002,-18.51851851851853,15
3,1000,5,5,500,0.030799999999999998,0.03360000000000001,9.090909090909138,38
3,1000,5,5,1000,0.02680000000000001,0.05069999999999998,89.17910447761179,133
3,1000,5,5,2000,0.047899999999999936,0.04470000000000005,-6.680584551147991,234
3,1000,5,5,5000,0.05719999999999993,0.026080000000000148,-54.405594405594094,613
3,1000,5,5,10000,0.06024999999999916,0.05962999999999921,-1.0290456431534534,1458
3,1000,5,5,20000,0.047815000000000836,0.051064999999999486,6.797030220639114,2515
3,1000,5,5,50000,0.045738000000003824,0.06452400000000809,41.07306834580151,8328
3,1000,5,5,100000,0.0457820000000009,0.04552100000000051,-0.5700930496710078,10786
3,1000,5,5,200000,0.054698000000001946,0.05267000000000297,-3.707630991990389,25087
3,1000,5,5,500000,0.026800599999992344,0.028382999999999596,5.90434542513117,39578
3,1000,5,5,1000000,0.022119099999993525,0.04159690000001421,88.05873656715863,104951
